PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Date,AQI,AQI Level
62.43561663863075,145.66910852355414,18.884969662896474,21.725107835176285,0.8589464828341272,84.47670298956727,31.81757485522245,40.05636842489861,5.933960843694131,2024-01-01 00:00:00,88.72180791767718,Moderate
143.10000289738826,116.49734594194167,45.64257105337686,20.208911349929778,0.8162385173087995,78.80750151892458,34.91703492978431,76.18482186470507,8.15160712834987,2024-01-01 01:00:00,144.05977800435102,Unhealthy for Sensitive
112.47915185359672,75.714970931539,70.47093769073062,2.974398500644556,2.7281382835110066,61.617605631001595,21.261697469812475,89.80665299325219,7.721528833006511,2024-01-01 02:00:00,73.76214409337575,Moderate
93.81218778758512,166.48310354725075,59.91686648071709,14.967417449793942,0.8236839795635676,96.04424292507397,30.621852490174973,22.101820373057496,1.96204909459085,2024-01-01 03:00:00,112.12432978805218,Unhealthy for Sensitive
31.84260966194111,143.25161105969826,65.49208608960873,16.44743351386257,0.8886542057730299,28.042706397556252,29.293649578593715,82.81561060536524,1.917869962544002,2024-01-01 04:00:00,74.65569674834427,Moderate
31.83923284706837,49.27104908208044,54.4087525033038,17.15526567408222,2.302254961012095,19.83377892786593,35.820759419706775,63.584137351906065,3.0476564935766763,2024-01-01 05:00:00,39.3559663078371,Good
18.131705703547922,183.96689320889163,56.920742338838934,24.046550030638628,1.4042455431065661,86.85657702598799,37.65217651203152,88.13678334153748,3.9302099002398534,2024-01-01 06:00:00,77.50237222576673,Moderate
131.26466040849093,168.0567037261704,68.68967386739894,22.27689677562138,2.3524606151700254,49.52348349703735,15.30391928693467,52.550666226849934,4.380328023380585,2024-01-01 07:00:00,114.87849342408198,Unhealthy for Sensitive
94.15610164404923,190.96398439254634,23.725100664438944,25.100393526150896,0.2895618569367172,86.22719687863544,31.850497976469818,79.31715513999616,6.95712355991678,2024-01-01 08:00:00,117.69034332349759,Unhealthy for Sensitive
109.13016089144637,150.6295115099048,41.70687227323553,31.065563938600874,1.5139564616528145,90.37811846758734,16.295894977993225,24.367584801879406,1.0384641055754362,2024-01-01 09:00:00,105.39479320261763,Unhealthy for Sensitive
12.881829201412343,130.41473526844217,21.590708136470166,32.893458071211555,0.19747944053151964,15.62118342571643,28.721466626933896,43.4695335054807,0.8293906901476307,2024-01-01 10:00:00,27.387307287671952,Good
145.7873793026792,95.2837465323114,79.07510059974852,29.288676896606788,0.28169429002052815,89.51182866874547,22.190818226091956,24.6911576425847,4.2231503479671355,2024-01-01 11:00:00,130.28342874301973,Unhealthy for Sensitive
126.54196971205904,187.89112700372237,75.804450476496,38.30990044628752,2.7286686146987917,50.348714983247994,22.669414988053532,88.27401934353493,7.123055075310814,2024-01-01 12:00:00,141.83749770154105,Unhealthy for Sensitive
